p,h2,alpha,K,num,logistic,Method,jump_sign,use_mle,n_keep,r2_1,r2_2,r2_3,r2_est_1,r2_est_2,r2_est_3,h2_est_1,h2_est_2,h2_est_3,p_est_1,p_est_2,p_est_3,alpha_est_1,alpha_est_2,alpha_est_3
0.003,0.01,0,0.2,1,TRUE,SBayesS,,,,0.0003344,0.0001771,0.000539,0.0005865,0.0003834,0.0008915,0.007857,0.006369,0.01207,0.05394,0.04233,0.07169,-0.03731,-0.176,0.1108
0.003,0.01,0,0.2,1,TRUE,LDSc,,,,,,,,,,0.009518,0.005248,0.01379,,,,,,
0.003,0.01,-0.5,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,7,3.637e-05,8.663e-07,0.0001207,2.058e-05,1.732e-08,5.579e-05,0.001222,0.001,0.00257,0.006791,0.001035,0.01977,,,
0.003,0.01,-0.5,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,4,3.858e-05,1.635e-06,0.0001288,4.519e-05,4.642e-06,0.0001354,0.002149,0.001,0.003931,0.01078,0.002475,0.02362,-1.054,-1.5,0.492
0.003,0.01,-0.5,0.02,1,FALSE,SBayesS,,,,2.374e-05,7.907e-08,9.101e-05,2.664e-05,2.725e-06,5.845e-05,0.001287,0.001056,0.00209,0.0582,0.04739,0.0745,-0.2608,-0.3605,-0.1417
0.003,0.01,-0.5,0.02,1,FALSE,LDSc,,,,,,,,,,0.0009603,-0.001321,0.003242,,,,,,
0.003,0.01,-0.5,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,5,3.693e-05,4.972e-07,0.000128,7.61e-06,-3.57e-05,9.99e-05,0.002543,0.001,0.01543,0.008468,0.0007452,0.01784,,,
0.003,0.01,-0.5,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,5,4.499e-05,2.947e-06,0.0001349,0.0005715,7.224e-05,0.001876,0.02481,0.009268,0.05473,0.01058,0.002548,0.0205,-0.4366,-1.5,0.5
0.003,0.01,-0.5,0.02,1,TRUE,SBayesS,,,,1.587e-05,-9.324e-07,8.084e-05,0.0001591,-4.641e-05,0.0004331,0.01129,0.007953,0.01807,0.0653,0.05243,0.08227,0.0343,-0.1923,0.1947
0.003,0.01,-0.5,0.02,1,TRUE,LDSc,,,,,,,,,,0.0125,-0.01646,0.04146,,,,,,
0.003,0.01,-0.5,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,5,0.0003003,0.0001553,0.0005186,0.0003073,0.0001495,0.0004825,0.004943,0.002386,0.006482,0.006174,0.0007607,0.01605,,,
0.003,0.01,-0.5,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,5,0.0002803,0.0001456,0.0004593,0.000315,8.164e-05,0.0006242,0.004679,0.001409,0.007988,0.006917,0.001036,0.01501,-0.1322,-1.035,0.5
0.003,0.01,-0.5,0.2,1,FALSE,SBayesS,,,,0.000183,7.203e-05,0.0003351,0.0003835,0.0002535,0.0005396,0.005581,0.004391,0.006894,0.0419,0.03156,0.04961,-0.6554,-0.8334,-0.2093
0.003,0.01,-0.5,0.2,1,FALSE,LDSc,,,,,,,,,,0.005553,0.002679,0.008428,,,,,,
0.003,0.01,-0.5,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,4,0.0003045,0.000156,0.0004919,0.0005166,0.0002958,0.0007995,0.007909,0.00488,0.01034,0.005297,0.001267,0.01469,,,
0.003,0.01,-0.5,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,4,0.0002897,0.0001469,0.0004951,0.0006369,0.0002477,0.00113,0.00793,0.003589,0.01462,0.005726,0.001712,0.02278,-0.3978,-1.081,0.4793
0.003,0.01,-0.5,0.2,1,TRUE,SBayesS,,,,0.0001803,7.551e-05,0.0003362,0.0005487,0.0003493,0.0008348,0.008244,0.00642,0.01148,0.04435,0.03511,0.05761,-0.4722,-0.64,-0.2705
0.003,0.01,-0.5,0.2,1,TRUE,LDSc,,,,,,,,,,0.008673,0.004186,0.01316,,,,,,
0.003,0.01,-1,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,17,6.051e-05,9.173e-06,0.0001648,1.341e-05,-2.941e-06,3.223e-05,0.001043,0.001,0.001529,0.007723,0.00117,0.02156,,,
0.003,0.01,-1,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,6,6.439e-05,9.229e-06,0.0001596,1.386e-05,-3.322e-06,7.219e-05,0.001,0.001,0.00248,0.01221,0.003624,0.02589,0.4666,0.2609,0.5
0.003,0.01,-1,0.02,1,FALSE,SBayesS,,,,4.349e-05,2.623e-06,0.0001343,1.808e-05,-1.443e-06,4.177e-05,0.001134,0.0008907,0.001534,0.05272,0.04211,0.06497,-0.4988,-0.6057,-0.247
0.003,0.01,-1,0.02,1,FALSE,LDSc,,,,,,,,,,0.000474,-0.001439,0.002387,,,,,,
0.003,0.01,-1,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,5,6.089e-05,8.026e-06,0.0001673,1.801e-06,-2.123e-05,2.803e-05,0.001126,0.001,0.005426,0.008175,0.0006013,0.01776,,,
0.003,0.01,-1,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,3,6.262e-05,7.886e-06,0.00016,0.0002201,-2.664e-05,0.0008709,0.01557,0.005172,0.03271,0.01285,0.004065,0.02476,-0.7599,-1.5,0.3649
0.003,0.01,-1,0.02,1,TRUE,SBayesS,,,,4.691e-05,4.747e-06,0.0001443,8.013e-05,-6.821e-05,0.0002498,0.008526,0.006417,0.01194,0.057,0.04557,0.07285,-0.5621,-0.6816,-0.3794
0.003,0.01,-1,0.02,1,TRUE,LDSc,,,,,,,,,,0.006395,-0.01792,0.03071,,,,,,
0.003,0.01,-1,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,13,0.000298,0.0001628,0.0004811,0.0004392,0.000247,0.0006421,0.006035,0.003432,0.007655,0.006401,0.001233,0.01634,,,
0.003,0.01,-1,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,16,0.0002803,0.0001361,0.0004859,0.0004265,0.000201,0.0007965,0.006047,0.002915,0.01006,0.009675,0.00165,0.02069,-0.9545,-1.416,0.1939
0.003,0.01,-1,0.2,1,FALSE,SBayesS,,,,0.0001996,8.175e-05,0.0003695,0.0003797,0.0002301,0.0006312,0.005443,0.003985,0.008727,0.04819,0.03844,0.06177,-0.769,-0.8603,-0.6683
0.003,0.01,-1,0.2,1,FALSE,LDSc,,,,,,,,,,0.005208,0.002863,0.007554,,,,,,
0.003,0.01,-1,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,34,0.0002836,0.0001304,0.0004836,0.0006968,0.0004519,0.0009765,0.009669,0.00706,0.01185,0.009415,0.002251,0.02044,,,
0.003,0.01,-1,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,24,0.0002743,0.0001382,0.0004506,0.0006107,0.0002167,0.001225,0.009013,0.004004,0.01547,0.009354,0.002608,0.02079,-0.9817,-1.476,0.3573
0.003,0.01,-1,0.2,1,TRUE,SBayesS,,,,0.000203,9.071e-05,0.0003651,0.0006708,0.0004595,0.001011,0.009413,0.007946,0.01317,0.04799,0.04014,0.05888,-1.084,-1.203,-0.6657
0.003,0.01,-1,0.2,1,TRUE,LDSc,,,,,,,,,,0.008177,0.004497,0.01186,,,,,,
0.003,0.03,0,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,39,6.066e-05,8.332e-06,0.0001643,0.0002811,0.0001616,0.0004232,0.004813,0.003355,0.006277,0.009757,0.002163,0.02275,,,
0.003,0.03,0,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,14,6.55e-05,8.364e-06,0.0001688,0.0002925,0.0001043,0.0005728,0.004835,0.002092,0.008104,0.01276,0.003662,0.02417,-0.4799,-1.372,0.4238
0.003,0.03,0,0.02,1,FALSE,SBayesS,,,,3.112e-05,7.63e-07,0.0001101,0.0003021,0.0001999,0.0004491,0.004625,0.003775,0.006152,0.04797,0.03995,0.0583,-0.5627,-0.6612,-0.1166
0.003,0.03,0,0.02,1,FALSE,LDSc,,,,,,,,,,0.005363,0.00274,0.007985,,,,,,
0.003,0.03,0,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,32,5.85e-05,6.286e-06,0.0001586,0.003553,0.002163,0.005261,0.06203,0.04631,0.07867,0.01135,0.003683,0.02317,,,
0.003,0.03,0,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,20,6.984e-05,1.264e-05,0.0001767,0.003373,0.001205,0.006897,0.05703,0.02425,0.09504,0.01144,0.003502,0.02413,-0.2726,-1.222,0.5
0.003,0.03,0,0.02,1,TRUE,SBayesS,,,,2.234e-05,-2.458e-08,9.485e-05,0.003757,0.002374,0.006131,0.062,0.04722,0.09121,0.04409,0.03428,0.05629,-0.9623,-1.093,-0.6935
0.003,0.03,0,0.02,1,TRUE,LDSc,,,,,,,,,,0.06944,0.03566,0.1032,,,,,,
0.003,0.03,0,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,45,0.006055,0.005299,0.006821,0.004987,0.004341,0.005673,0.01573,0.01108,0.0195,0.003505,0.00098,0.009068,,,
0.003,0.03,0,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,47,0.006153,0.005436,0.006887,0.005258,0.004421,0.006146,0.01481,0.0108,0.01926,0.003707,0.001415,0.009104,0.3403,-0.1291,0.5
0.003,0.03,0,0.2,1,FALSE,SBayesS,,,,0.006124,0.005374,0.006929,0.005575,0.004966,0.006287,0.01338,0.01151,0.0151,0.002444,0.001779,0.003423,0.4936,0.1128,0.947
0.003,0.03,0,0.2,1,FALSE,LDSc,,,,,,,,,,0.01776,0.01316,0.02236,,,,,,
0.003,0.03,0,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,49,0.006051,0.005298,0.006851,0.007735,0.00669,0.008787,0.0247,0.0173,0.03087,0.00358,0.0009756,0.009833,,,
0.003,0.03,0,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,47,0.006156,0.005388,0.006935,0.008254,0.006891,0.009615,0.02317,0.01679,0.03018,0.003778,0.001367,0.008876,0.3297,-0.1608,0.5
0.003,0.03,0,0.2,1,TRUE,SBayesS,,,,0.00616,0.005375,0.006981,0.008705,0.007731,0.009792,0.02107,0.01793,0.02405,0.002386,0.001793,0.003472,0.2503,-0.2085,0.7792
0.003,0.03,0,0.2,1,TRUE,LDSc,,,,,,,,,,0.02774,0.02056,0.03492,,,,,,
0.003,0.03,-0.5,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,9,0.0003669,0.0002084,0.0005857,6.857e-05,2.3e-05,0.0001362,0.002355,0.001396,0.003554,0.006902,0.001382,0.01956,,,
0.003,0.03,-0.5,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,6,0.0003928,0.0002152,0.0006129,0.000123,1.068e-05,0.000317,0.002926,0.001,0.005515,0.01024,0.0004494,0.02114,0.2628,-0.5343,0.5
0.003,0.03,-0.5,0.02,1,FALSE,SBayesS,,,,0.0002536,0.0001222,0.0004221,0.0001113,5.78e-05,0.0001706,0.002715,0.002148,0.003378,0.06762,0.0547,0.08199,-0.1368,-0.2959,0.141
0.003,0.03,-0.5,0.02,1,FALSE,LDSc,,,,,,,,,,0.001629,-0.001291,0.004549,,,,,,
0.003,0.03,-0.5,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,5,0.0003765,0.0002185,0.0006049,0.0007905,0.000224,0.001712,0.02806,0.01475,0.0437,0.005193,0.0009918,0.01455,,,
0.003,0.03,-0.5,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,4,0.0003875,0.0002185,0.0006072,0.001882,0.0006696,0.004254,0.04065,0.01938,0.07751,0.01097,0.002574,0.02674,0.1752,-0.9271,0.5
0.003,0.03,-0.5,0.02,1,TRUE,SBayesS,,,,0.0002475,0.0001137,0.0004392,0.001404,0.0007276,0.002158,0.03527,0.03032,0.04237,0.06476,0.05299,0.08022,-0.4932,-0.5935,-0.2343
0.003,0.03,-0.5,0.02,1,TRUE,LDSc,,,,,,,,,,0.02078,-0.01593,0.05748,,,,,,
0.003,0.03,-0.5,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,26,0.00509,0.004444,0.005844,0.004829,0.004146,0.005488,0.01666,0.01232,0.02022,0.004053,0.001398,0.01101,,,
0.003,0.03,-0.5,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,41,0.005141,0.004445,0.005832,0.004788,0.00388,0.005793,0.01661,0.01185,0.02147,0.004704,0.001738,0.009923,-0.5479,-0.8575,-0.1395
0.003,0.03,-0.5,0.2,1,FALSE,SBayesS,,,,0.005009,0.004325,0.005689,0.005072,0.004438,0.005713,0.01541,0.01338,0.01749,0.003191,0.002528,0.004409,-0.5672,-0.8818,-0.2732
0.003,0.03,-0.5,0.2,1,FALSE,LDSc,,,,,,,,,,0.01621,0.01189,0.02053,,,,,,
0.003,0.03,-0.5,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,24,0.00507,0.004366,0.00575,0.007526,0.006489,0.008552,0.02659,0.01948,0.03184,0.004433,0.001424,0.01099,,,
0.003,0.03,-0.5,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,21,0.005175,0.004469,0.005859,0.007616,0.006229,0.009191,0.02527,0.01797,0.0329,0.004203,0.001537,0.008601,-0.5404,-0.843,-0.1118
0.003,0.03,-0.5,0.2,1,TRUE,SBayesS,,,,0.005007,0.004338,0.005762,0.007909,0.006987,0.008952,0.02404,0.02119,0.02741,0.00321,0.0025,0.00454,-0.6294,-0.8415,-0.1959
0.003,0.03,-0.5,0.2,1,TRUE,LDSc,,,,,,,,,,0.02537,0.01862,0.03213,,,,,,
0.003,0.03,-1,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,9,0.0002559,0.0001282,0.0004316,0.0001857,9.01e-05,0.0003424,0.003833,0.002444,0.005027,0.00616,0.0013,0.01766,,,
0.003,0.03,-1,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,11,0.0002195,9.363e-05,0.0003989,0.0001729,4.414e-05,0.0003994,0.003624,0.001174,0.00664,0.009706,0.001815,0.02199,-0.2127,-1.19,0.4994
0.003,0.03,-1,0.02,1,FALSE,SBayesS,,,,0.0001408,4.396e-05,0.0002802,0.0001556,8.589e-05,0.000275,0.0032,0.002545,0.005181,0.05413,0.0426,0.07064,-0.3563,-0.4392,-0.2717
0.003,0.03,-1,0.02,1,FALSE,LDSc,,,,,,,,,,0.00361,0.001107,0.006112,,,,,,
0.003,0.03,-1,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,13,0.0002625,0.0001336,0.0004438,0.002329,0.001121,0.003985,0.04719,0.03124,0.0623,0.005826,0.001058,0.01871,,,
0.003,0.03,-1,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,10,0.0002157,9.88e-05,0.0003736,0.002152,0.0004958,0.005082,0.0454,0.01828,0.08554,0.009448,0.002175,0.01858,-0.301,-1.138,0.5
0.003,0.03,-1,0.02,1,TRUE,SBayesS,,,,0.0001337,4.664e-05,0.0002796,0.001897,0.001059,0.00294,0.03926,0.03032,0.05042,0.05861,0.04684,0.0753,0.04171,-0.09991,0.2312
0.003,0.03,-1,0.02,1,TRUE,LDSc,,,,,,,,,,0.04649,0.01446,0.07851,,,,,,
0.003,0.03,-1,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,17,0.004735,0.004104,0.005387,0.004137,0.003457,0.004827,0.0171,0.01235,0.02001,0.005164,0.001667,0.0137,,,
0.003,0.03,-1,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,17,0.004754,0.004114,0.005407,0.004256,0.003345,0.005186,0.01709,0.01165,0.02225,0.00527,0.001977,0.01158,-1.197,-1.386,-0.9935
0.003,0.03,-1,0.2,1,FALSE,SBayesS,,,,0.00478,0.004071,0.005528,0.004462,0.003787,0.005146,0.01653,0.01427,0.01917,0.004582,0.00314,0.006311,-1.203,-1.342,-1.02
0.003,0.03,-1,0.2,1,FALSE,LDSc,,,,,,,,,,0.01348,0.008503,0.01845,,,,,,
0.003,0.03,-1,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,13,0.004779,0.004123,0.0055,0.00654,0.005509,0.007537,0.02597,0.01868,0.03081,0.004626,0.001499,0.01065,,,
0.003,0.03,-1,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,16,0.004758,0.004113,0.00542,0.006627,0.005293,0.008017,0.02638,0.01895,0.03462,0.005205,0.002161,0.01074,-1.203,-1.385,-1.009
0.003,0.03,-1,0.2,1,TRUE,SBayesS,,,,0.004759,0.004123,0.005458,0.006967,0.00604,0.007982,0.02569,0.02202,0.0298,0.004484,0.003079,0.006077,-1.183,-1.346,-0.972
0.003,0.03,-1,0.2,1,TRUE,LDSc,,,,,,,,,,0.02101,0.01326,0.02876,,,,,,
0.003,0.1,0,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,19,0.002858,0.00237,0.003403,0.002965,0.002424,0.003517,0.01301,0.008263,0.016,0.004128,0.001007,0.01156,,,
0.003,0.1,0,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,29,0.003013,0.002494,0.003571,0.003195,0.002516,0.003924,0.01235,0.008278,0.01658,0.004931,0.001561,0.01043,0.3396,-0.2186,0.5
0.003,0.1,0,0.02,1,FALSE,SBayesS,,,,0.00302,0.002495,0.003546,0.003378,0.002824,0.00389,0.01133,0.009488,0.01341,0.003338,0.002126,0.004767,0.285,-0.1428,0.7199
0.003,0.1,0,0.02,1,FALSE,LDSc,,,,,,,,,,0.01248,0.008661,0.01629,,,,,,
0.003,0.1,0,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,23,0.002857,0.002353,0.003405,0.03657,0.02995,0.04319,0.1644,0.1026,0.2026,0.004248,0.0009383,0.01238,,,
0.003,0.1,0,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,28,0.003011,0.002495,0.003593,0.03975,0.03115,0.04951,0.156,0.1059,0.2085,0.004979,0.001687,0.01151,0.3516,-0.1723,0.5
0.003,0.1,0,0.02,1,TRUE,SBayesS,,,,0.003016,0.002462,0.003599,0.04241,0.0352,0.04905,0.1415,0.1188,0.1656,0.003389,0.002156,0.005183,0.4227,-0.0287,1.009
0.003,0.1,0,0.02,1,TRUE,LDSc,,,,,,,,,,0.158,0.1098,0.2062,,,,,,
0.003,0.1,0,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.03483,0.03309,0.03657,0.03565,0.03419,0.03714,0.05208,0.04785,0.05642,0.003227,0.001802,0.005523,,,
0.003,0.1,0,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.03505,0.03343,0.03694,0.03575,0.03412,0.03745,0.05212,0.04759,0.0571,0.003514,0.002194,0.005389,-0.2164,-0.4251,0.01447
0.003,0.1,0,0.2,1,FALSE,SBayesS,,,,0.03485,0.033,0.03661,0.03671,0.03533,0.03814,0.05148,0.04914,0.05397,0.003178,0.002746,0.003659,-0.2221,-0.4466,-0.02357
0.003,0.1,0,0.2,1,FALSE,LDSc,,,,,,,,,,0.0532,0.0459,0.06051,,,,,,
0.003,0.1,0,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.03485,0.03309,0.03655,0.05553,0.05331,0.05779,0.08122,0.07473,0.08788,0.003251,0.001819,0.005453,,,
0.003,0.1,0,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.03505,0.03341,0.03672,0.0556,0.05296,0.05828,0.0812,0.07412,0.08896,0.003527,0.002205,0.00545,-0.2152,-0.4238,0.01804
0.003,0.1,0,0.2,1,TRUE,SBayesS,,,,0.03494,0.03302,0.03671,0.05725,0.05487,0.05916,0.08027,0.07644,0.08406,0.003187,0.002729,0.003728,-0.2642,-0.4524,-0.1137
0.003,0.1,0,0.2,1,TRUE,LDSc,,,,,,,,,,0.08294,0.07155,0.09432,,,,,,
0.003,0.1,-0.5,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,22,0.00288,0.002385,0.003452,0.002783,0.002327,0.003301,0.01344,0.009653,0.01588,0.00492,0.001518,0.01193,,,
0.003,0.1,-0.5,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,15,0.002937,0.00246,0.00351,0.002838,0.002151,0.003608,0.01233,0.008266,0.01675,0.004512,0.001703,0.0104,-0.2946,-0.7179,0.4309
0.003,0.1,-0.5,0.02,1,FALSE,SBayesS,,,,0.002812,0.002307,0.003366,0.002847,0.002306,0.003455,0.01191,0.01004,0.0142,0.003844,0.002346,0.01319,-0.4119,-0.76,0.4935
0.003,0.1,-0.5,0.02,1,FALSE,LDSc,,,,,,,,,,0.01366,0.009599,0.01772,,,,,,
0.003,0.1,-0.5,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,14,0.002914,0.002388,0.0035,0.03546,0.02914,0.04207,0.1632,0.1132,0.198,0.004085,0.001229,0.0106,,,
0.003,0.1,-0.5,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,21,0.002932,0.002361,0.003508,0.03552,0.02661,0.04545,0.1551,0.1031,0.2116,0.00457,0.001517,0.01096,-0.2076,-0.7149,0.4487
0.003,0.1,-0.5,0.02,1,TRUE,SBayesS,,,,0.00277,0.002302,0.003357,0.03516,0.02747,0.04428,0.1526,0.1277,0.1793,0.004101,0.002512,0.01995,0.09098,-0.6473,0.422
0.003,0.1,-0.5,0.02,1,TRUE,LDSc,,,,,,,,,,0.1748,0.123,0.2267,,,,,,
0.003,0.1,-0.5,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.03415,0.03237,0.03589,0.03388,0.03246,0.03533,0.05194,0.04725,0.0566,0.003683,0.002017,0.00621,,,
0.003,0.1,-0.5,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.03415,0.03241,0.03588,0.03375,0.03203,0.03552,0.05191,0.04694,0.0573,0.003877,0.002408,0.005916,-0.5262,-0.7059,-0.3267
0.003,0.1,-0.5,0.2,1,FALSE,SBayesS,,,,0.03404,0.03228,0.0358,0.03495,0.03364,0.03628,0.05117,0.04868,0.0537,0.003482,0.00301,0.004016,-0.5194,-0.6891,-0.321
0.003,0.1,-0.5,0.2,1,FALSE,LDSc,,,,,,,,,,0.05336,0.04609,0.06062,,,,,,
0.003,0.1,-0.5,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.03417,0.03237,0.03604,0.05282,0.05067,0.05492,0.08104,0.07366,0.0882,0.003678,0.002036,0.006114,,,
0.003,0.1,-0.5,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.03414,0.03248,0.03589,0.05265,0.04996,0.0554,0.08094,0.07303,0.08935,0.003879,0.002373,0.005937,-0.5236,-0.7008,-0.3256
0.003,0.1,-0.5,0.2,1,TRUE,SBayesS,,,,0.03402,0.03233,0.03584,0.05438,0.05204,0.05667,0.07971,0.07583,0.08329,0.003469,0.002981,0.004014,-0.4961,-0.68,-0.3071
0.003,0.1,-0.5,0.2,1,TRUE,LDSc,,,,,,,,,,0.08329,0.07195,0.09463,,,,,,
0.003,0.1,-1,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,24,0.002859,0.002332,0.0034,0.003428,0.002855,0.004028,0.01467,0.01027,0.01729,0.004842,0.001323,0.01265,,,
0.003,0.1,-1,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,22,0.002867,0.00232,0.003439,0.003482,0.002671,0.004382,0.01422,0.00967,0.01902,0.004249,0.001531,0.009505,-1.137,-1.352,-0.9056
0.003,0.1,-1,0.02,1,FALSE,SBayesS,,,,0.002814,0.002307,0.003388,0.003796,0.00316,0.004518,0.01322,0.01107,0.01596,0.00306,0.0019,0.005204,-1.133,-1.411,-0.9334
0.003,0.1,-1,0.02,1,FALSE,LDSc,,,,,,,,,,0.01377,0.01005,0.01748,,,,,,
0.003,0.1,-1,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,19,0.002856,0.002362,0.003411,0.04342,0.03604,0.05111,0.1807,0.1279,0.2141,0.004219,0.001245,0.01056,,,
0.003,0.1,-1,0.02,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,25,0.002858,0.002345,0.003428,0.04397,0.0344,0.05522,0.1783,0.1181,0.2395,0.00407,0.001359,0.009264,-1.09,-1.309,-0.8427
0.003,0.1,-1,0.02,1,TRUE,SBayesS,,,,0.002814,0.002264,0.00345,0.04729,0.04034,0.05516,0.1694,0.1421,0.2043,0.003198,0.001903,0.006229,-1.106,-1.306,-0.8972
0.003,0.1,-1,0.02,1,TRUE,LDSc,,,,,,,,,,0.1761,0.1287,0.2235,,,,,,
0.003,0.1,-1,0.2,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.03369,0.03196,0.03547,0.03217,0.03073,0.03359,0.04828,0.04404,0.05258,0.003251,0.001769,0.005589,,,
0.003,0.1,-1,0.2,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.03369,0.03192,0.03561,0.03228,0.0306,0.03404,0.04808,0.04335,0.05315,0.003174,0.001893,0.004949,-0.9381,-1.096,-0.7758
0.003,0.1,-1,0.2,1,FALSE,SBayesS,,,,0.03363,0.03192,0.03539,0.03329,0.03199,0.03464,0.04744,0.045,0.04989,0.002862,0.002471,0.003312,-0.9262,-1.101,-0.7342
0.003,0.1,-1,0.2,1,FALSE,LDSc,,,,,,,,,,0.04544,0.03773,0.05316,,,,,,
0.003,0.1,-1,0.2,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.03368,0.03196,0.0355,0.05013,0.04793,0.0524,0.07521,0.06848,0.08174,0.003232,0.001767,0.005461,,,
0.003,0.1,-1,0.2,1,TRUE,LDpred2-auto_MLE,FALSE,TRUE,50,0.03369,0.03198,0.03553,0.05032,0.04764,0.05301,0.07502,0.06779,0.08293,0.003197,0.001943,0.004924,-0.9309,-1.085,-0.7703
0.003,0.1,-1,0.2,1,TRUE,SBayesS,,,,0.03368,0.03186,0.03531,0.05171,0.04965,0.05397,0.07384,0.07012,0.0777,0.00286,0.002483,0.00334,-0.9247,-1.119,-0.7775
0.003,0.1,-1,0.2,1,TRUE,LDSc,,,,,,,,,,0.07094,0.0589,0.08298,,,,,,
0.003,0.3,0,0.02,1,FALSE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.0229,0.0213,0.02441,0.02166,0.02042,0.02289,0.03618,0.03197,0.04049,0.003076,0.001483,0.005752,,,
0.003,0.3,0,0.02,1,FALSE,LDpred2-auto_MLE,FALSE,TRUE,50,0.02311,0.02143,0.02466,0.02196,0.02052,0.02338,0.03606,0.03165,0.04095,0.003273,0.001851,0.00542,-0.1336,-0.3881,0.1677
0.003,0.3,0,0.02,1,FALSE,SBayesS,,,,0.02284,0.02135,0.02438,0.02272,0.02173,0.02399,0.03538,0.03302,0.03767,0.002819,0.002326,0.003364,-0.1772,-0.4072,0.08636
0.003,0.3,0,0.02,1,FALSE,LDSc,,,,,,,,,,0.03514,0.02867,0.04161,,,,,,
0.003,0.3,0,0.02,1,TRUE,LDpred2-auto_noMLE,FALSE,FALSE,50,0.02296,0.02144,0.02451,0.271,0.255,0.286,0.4528,0.4007,0.5052,0.003069,0.001502,0.005635,,,
